facility_code,facility_name,facility_major_type,facility_type,facility_category,ownership_major,is_private,is_licensed,city_raw,city_norm,barangay,service_capability,doh_level,service_level_weight,bed_capacity,license_status
DOH000000000003082,MALIBAY HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,PASAY CITY,PASAY,BARANGAY 174,,0,1.5,0,Licensing Status:With License
DOH000000000054579,MALIBIRAN MEDICAL CLINIC WITH DIAGNOSTIC AND LABORATORY SERVICES,Health Facility,Birthing Home,birthing,Private,1,1,QUEZON CITY,QUEZON CITY,APOLONIO SAMSON,,0,1.5,6,Licensing Status:With License
DOH000000000007330,MALIGAYA HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,QUEZON CITY,QUEZON CITY,PASONG PUTIK PROPER,,0,1.5,0,
DOH000000000052480,MALIGAYA1 DIAGNOSTIC CENTER,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF SAN JUAN,SAN JUAN,KABAYANAN,,0,1.5,0,Licensing Status:With License
DOH000000000040640,MALIJAN LYING-IN CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF LAS PI?AS,LAS PINAS,TALON TRES,,0,1.5,2,Licensing Status:With License
DOH000000000007333,MALINAO HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,CITY OF PASIG,PASIG,MALINAO,,0,1.5,0,Licensing Status:With License
DOH000000000006911,MALINTA HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF VALENZUELA,VALENZUELA,MALINTA,,0,1.5,0,
DOH000000000040587,MANALO BIRTHING HOMES,Health Facility,Birthing Home,birthing,Private,1,1,QUEZON CITY,QUEZON CITY,NOVALICHES PROPER,,0,1.5,1,Licensing Status:With License
DOH000000000033185,MANALO-MENDOZA MATERNITY CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF MARIKINA,MARIKINA,PARANG,,0,1.5,3,Licensing Status:With License
DOH000000000053158,MANAOIS DIAGNOSTIC AND MEDICAL MATERNITY CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF NAVOTAS,NAVOTAS,SAN JOSE (POB.),,0,1.5,2,Licensing Status:With License
DOH000000000039327,MANDALUYONG CITY HEALTH LABORATORY,Health Facility,Clinical Laboratory,clinic,Government,0,1,CITY OF MANDALUYONG,MANDALUYONG,PLAINVIEW,,0,1.5,0,Licensing Status:With License
DOH000000000022749,MANDALUYONG CITY HEALTH OFFICE,Health Facility,City Health Office,other,Government,0,0,CITY OF MANDALUYONG,MANDALUYONG,PLAINVIEW,,0,1.0,0,Licensing Status:Without License
DOH000000000005688,MANDALUYONG CITY MEDICAL CENTER,Health Facility,Hospital,hospital,Government,0,1,CITY OF MANDALUYONG,MANDALUYONG,ADDITION HILLS,Level 2,2,3.0,200,Licensing Status:With License
DOH000000000033800,MANDALUYONG SOCIAL HYGIENE CLINIC,Health Facility,Social Hygiene Clinic,clinic,Government,0,0,CITY OF MANDALUYONG,MANDALUYONG,OLD ZA?IGA,,0,1.5,0,
DOH000000000001436,MANGGAHAN HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,CITY OF PASIG,PASIG,MANGGAHAN,,0,1.5,0,Licensing Status:With License
DOH000000000033203,MANGGAHAN SUPER HEALTH CENTER,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF PASIG,PASIG,MANGGAHAN,,0,1.5,6,Licensing Status:With License
DOH000000000041484,MANGGAHAN SUPERHEALTH DIALYSIS CENTER,Health Facility,Dialysis Clinic,dialysis,Government,0,1,CITY OF PASIG,PASIG,MANGGAHAN,,0,2.0,0,Licensing Status:With License
DOH000000000005738,"MANILA CENTRAL UNIVERSITY - DR. FILEMON D. TANCHOCO, SR. MEDICAL FOUNDATION, INC.",Health Facility,Hospital,hospital,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 81,Level 3,3,4.0,81,Licensing Status:With License
DOH000000000003999,MANILA DOCTORS HOSPITAL,Health Facility,Hospital,hospital,Private,1,1,ERMITA,MANILA,BARANGAY 667,Level 3,3,4.0,300,Licensing Status:With License
DOH000000000049044,MANILA ELECTRIC COMPANY,Health Facility,Ambulance Service Provider,ambulance,Private,1,1,CITY OF PASIG,PASIG,UGONG,,0,0.5,0,Licensing Status:With License
DOH000000000040765,MANILA ENDOCRINE LABORATORY,Health Facility,Clinical Laboratory,clinic,Private,1,1,PACO,MANILA,BARANGAY 812,,0,1.5,0,Licensing Status:With License
DOH000000000044336,"MANILA EYE AND SURGICAL CENTER, INC.",Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,MALATE,MANILA,BARANGAY 724,,0,1.5,0,Licensing Status:With License
DOH000000000049653,MANILA HEALTH DEPARTMENT - PUBLIC HEALTH LABORATORY,Health Facility,Drug Testing Laboratory,laboratory,Government,0,1,SANTA CRUZ,MANILA,BARANGAY 334,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000044400,"MANILA LITHOTRIPTERS, INC.",Health Facility,Ambulatory Surgical Clinic,clinic,Private,1,1,QUEZON CITY,QUEZON CITY,PALIGSAHAN,,0,1.5,0,Licensing Status:With License
DOH000000000005304,MANILA NAVAL HOSPITAL,Health Facility,Hospital,hospital,Government,0,1,CITY OF TAGUIG,TAGUIG,FORT BONIFACIO,Level 1,1,2.5,65,Licensing Status:With License
DOH000000000033698,MANILA SOCIAL HYGIENE CLINIC,Health Facility,Social Hygiene Clinic,clinic,Government,0,0,SANTA CRUZ,MANILA,BARANGAY 334,,0,1.5,0,
DOH000000000045976,MANILA WATER LABORATORY SERVICES,Health Facility,Laboratory for Drinking Water Analysis,laboratory,Private,1,1,QUEZON CITY,QUEZON CITY,MATANDANG BALARA,Chemical Analysis (drinking water),0,1.0,0,Licensing Status:With License
DOH000000000000866,MANOTOC HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF VALENZUELA,VALENZUELA,MARULAS,,0,1.5,0,
DOH000000000002282,MANUYO UNO HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF LAS PI?AS,LAS PINAS,MANUYO UNO,,0,1.5,0,
DOH000000000052461,MANZANO MULTI-SPECIALTY CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,MALATE,MANILA,BARANGAY 690,,0,1.5,0,Licensing Status:With License
DOH000000000006912,MAPULANG LUPA (MAIN) HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF VALENZUELA,VALENZUELA,MAPULANG LUPA,,0,1.5,0,
DOH000000000033225,MARANATHA BIRTHING HOME,Health Facility,Birthing Home,birthing,Private,1,1,QUEZON CITY,QUEZON CITY,GULOD,,0,1.5,3,Licensing Status:With License
DOH000000000040621,MARCELA SALAS DACILLO LYING-IN CARE CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF TAGUIG,TAGUIG,KATUPARAN,,0,1.5,2,Licensing Status:With License
DOH000000000005559,MARCELO GREEN HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF PARA?AQUE,PARANAQUE,MARCELO GREEN VILLAGE,,0,1.5,0,
DOH000000000002675,MARIA CLARA HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,SAMPALOC,MANILA,BARANGAY 483,,0,1.5,0,Licensing Status:With License
DOH000000000006030,MARIA LOURDES MATERNITY HOSPITAL INC.,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF MAKATI,MAKATI,TEJEROS,,0,1.5,12,Licensing Status:With License
DOH000000000050178,MARIA LUISITA LYING IN CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF TAGUIG,TAGUIG,BAMBANG,,0,1.5,1,Licensing Status:With License
DOH000000000047468,MARIKINA CITY CLEAN FOOD &AMP; WATER LABORATORY,Health Facility,Laboratory for Drinking Water Analysis,laboratory,Government,0,1,CITY OF MARIKINA,MARIKINA,SANTA ELENA (POB.),,0,1.0,0,Licensing Status:With License
DOH000000000040885,MARIKINA CITY DIAGNOSTIC AND MEDICAL ARTS BUILDING,Health Facility,Clinical Laboratory,clinic,Government,0,1,CITY OF MARIKINA,MARIKINA,SANTO NI?O,,0,1.5,0,Licensing Status:With License
DOH000000000049655,MARIKINA CITY DRUG TESTING LABORATORY,Health Facility,Drug Testing Laboratory,laboratory,Government,0,1,CITY OF MARIKINA,MARIKINA,SANTO NI?O,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000049916,MARIKINA CITY EMPLOYEES MEDICAL CLINIC,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF MARIKINA,MARIKINA,SANTO NI?O,,0,1.5,0,
DOH000000000022886,MARIKINA CITY HEALTH OFFICE,Health Facility,City Health Office,other,Government,0,1,CITY OF MARIKINA,MARIKINA,SANTO NI?O,,0,1.0,0,Licensing Status:With License
DOH000000000049658,"MARIKINA DOCTORS HOSPITAL AND MEDICAL CENTER, INC.",Health Facility,Drug Testing Laboratory,laboratory,Government,0,1,CITY OF PASIG,PASIG,SANTOLAN,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000004523,MARIKINA HEIGHTS HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,1,CITY OF MARIKINA,MARIKINA,MARIKINA HEIGHTS,,0,1.5,0,Licensing Status:With License
DOH000000000040583,MARIKINA MATERNITY CLINIC &AMP; LYING-IN OPC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF MARIKINA,MARIKINA,PARANG,,0,1.5,1,Licensing Status:With License
DOH000000000049659,MARIKINA MEDICAL DOCTORS CLINIC AND LABORATORY,Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,CITY OF MARIKINA,MARIKINA,SANTO NI?O,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000038990,MARIKINA MOLECULAR DIAGNOSTIC LABORATORY,Health Facility,COVID-19 Testing Laboratory,laboratory,Government,0,1,CITY OF MARIKINA,MARIKINA,MARIKINA HEIGHTS,,0,1.0,0,Licensing Status:With License
DOH000000000040423,"MARIKINA MULTISPECIALTY HEALTHCARE SERVICES, INC.",Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF MARIKINA,MARIKINA,CONCEPCION UNO,,0,1.5,0,Licensing Status:With License
DOH000000000034536,MARIKINA REHABILITATION CENTER,Health Facility,Drug Abuse Treatment and Rehabilitation Centers,other,Government,0,1,CITY OF MARIKINA,MARIKINA,MARIKINA HEIGHTS,,0,1.0,50,Licensing Status:With License
DOH000000000033697,MARIKINA SOCIAL HYGIENE CLINIC,Health Facility,Social Hygiene Clinic,clinic,Government,0,0,CITY OF MARIKINA,MARIKINA,SANTO NI?O,,0,1.5,0,
DOH000000000005205,"MARIKINA ST. VINCENT GENERAL HOSPITAL, INC.",Health Facility,Hospital,hospital,Private,1,1,CITY OF MARIKINA,MARIKINA,CONCEPCION UNO,Level 2,2,3.0,90,Licensing Status:With License
DOH000000000000648,MARIKINA VALLEY MEDICAL CENTER,Health Facility,Hospital,hospital,Private,1,1,CITY OF MARIKINA,MARIKINA,SANTO NI?O,Level 2,2,3.0,151,Licensing Status:With License
DOH000000000051262,MARIKINA VALLEY MEDICAL CENTER INC.,Health Facility,Clinical Laboratory for Molecular Pathology,clinic,Private,1,1,CITY OF MARIKINA,MARIKINA,SANTO NI?O,,0,1.5,0,Licensing Status:With License
DOH000000000050593,MARILAG HEMODIALYSIS CENTER INC.,Health Facility,Dialysis Clinic,dialysis,Private,1,1,QUEZON CITY,QUEZON CITY,MARILAG,,0,2.0,0,Licensing Status:With License
DOH000000000040732,MARILAO MEDICAL &AMP; DIAGNOSTIC CLINIC INC.,Health Facility,Clinical Laboratory,clinic,Private,1,1,PASAY CITY,PASAY,BARANGAY 183,,0,1.5,0,Licensing Status:With License
DOH000000000049665,"MARILAO MEDICAL AND DIAGNOSTIC CLINIC, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,PASAY CITY,PASAY,BARANGAY 13,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000040557,MARILEY MATERNITY &AMP; LYING IN CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,PATEROS,PATEROS,MARTIRES DEL 96,,0,1.5,1,Licensing Status:With License
DOH000000000040596,MARILOU LADAGA LYING IN CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF TAGUIG,TAGUIG,USUSAN,,0,1.5,1,Licensing Status:With License
DOH000000000049666,"MARITIME CLINIC FOR INTERNATIONAL SEAFARERS, INC.",Health Facility,Drug Testing Laboratory,laboratory,Private,1,1,INTRAMUROS,MANILA,BARANGAY 657,Screening (Drug testing),0,1.0,0,Licensing Status:With License
DOH000000000048113,"MARITIME MEDICAL AND LABORATORY CLINIC, INC.",Health Facility,Medical Facility for Overseas Workers & Seafarers,other,Private,1,1,ERMITA,MANILA,BARANGAY 667,,0,1.0,0,Licensing Status:With License
DOH000000000006580,"MARKVIM HOSPITAL, INC.",Health Facility,Infirmary,infirmary,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 177,,0,2.5,8,Licensing Status:With License
DOH000000000050199,MARLENE M. CONTADO LYING-IN CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,CITY OF MAKATI,MAKATI,SINGKAMAS,,0,1.5,1,Licensing Status:With License
DOH000000000005081,"MARTINEZ MEMORIAL HOSPITAL, INC.",Health Facility,Hospital,hospital,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 32,Level 1,1,2.5,12,Licensing Status:With License
DOH000000000012251,MARULAS HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF CALOOCAN,CALOOCAN,BARANGAY 36,,0,1.5,0,
DOH000000000022802,MARULAS LYING-IN CLINIC,Health Facility,Birthing Home,birthing,Government,0,1,CITY OF VALENZUELA,VALENZUELA,MARULAS,,0,1.5,5,Licensing Status:With License
DOH000000000004390,MARULAS MEGA HEALTH CENTER,Health Facility,Rural Health Unit,rhu,Government,0,0,CITY OF VALENZUELA,VALENZUELA,MARULAS,,0,1.5,0,
DOH000000000033226,MARY AND CHRIST MATERNITY AND LYING IN CLINIC,Health Facility,Birthing Home,birthing,Private,1,1,QUEZON CITY,QUEZON CITY,COMMONWEALTH,,0,1.5,1,Licensing Status:With License
DOH000000000040443,MARY ANGELS MEDICAL AND DIAGNOSTIC CLINIC,Health Facility,Clinical Laboratory,clinic,Private,1,1,CITY OF CALOOCAN,CALOOCAN,BARANGAY 176-A,,0,1.5,0,Licensing Status:With License
DOH000000000000650,"MARY CHILES GENERAL HOSPITAL, INC.",Health Facility,Hospital,hospital,Private,1,1,SAMPALOC,MANILA,BARANGAY 404,Level 3,3,4.0,100,Licensing Status:With License
